subject,predicate,object,truth,kl_rel,degree_product,jaccard,kl,adamic_adar,katz,simrank,ks,predpath,pathent,pra,ensemble_score
http://dbpedia.org/resource/Penske_Media_Corporation,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Rolling_Stone,1,0.754327,440.0,0.0,0.244436,0.0,0.010625,0.000288,0.20653,1.0,4905.447686,0.0,0.9899023703767358
http://dbpedia.org/resource/Viacom_(1952–2006),http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/CBS,1,0.912337,307044.0,0.007167,0.111699,7.412703,0.652875,0.000677,0.187254,1.0,8533.701505,1.0,0.9986167466199196
http://dbpedia.org/resource/CBS_Corporation,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/CBS,1,0.207074,125092.0,0.002431,0.091756,2.335417,0.68425,0.00033,0.097808,1.0,3557.820431,1.0,0.9986167466199196
http://dbpedia.org/resource/Universal_Pictures,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Film,1,0.687362,6492800.0,0.002125,0.119364,3.270394,2.77725,2.8e-05,0.20233,0.0,5993.572078,1.0,0.9056407410390581
http://dbpedia.org/resource/Aeolian_Company,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Vocalion_Records,1,0.70344,1330.0,0.007042,0.169769,0.417032,0.039,0.000546,0.172958,1.0,30417.017875,1.0,0.9986167466199196
http://dbpedia.org/resource/Amazon_(company),http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Amazon_(company),1,1.0,29929.0,1.0,1.0,0.0,0.958375,0.206483,0.0,1.0,22842.47588,1.0,0.9978849345631824
http://dbpedia.org/resource/Sony_Music_Entertainment_Japan,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Sony_Music_Entertainment_Japan,1,1.0,635209.0,1.0,1.0,0.0,2.7595,0.20517,0.0,1.0,13602.180843,1.0,0.9978849345631824
http://dbpedia.org/resource/MGM_Television,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/United_Artists,1,0.194812,643080.0,0.004091,0.09231,2.972788,0.066625,0.000109,0.122518,1.0,3301.530323,1.0,0.9986167466199196
http://dbpedia.org/resource/Annapurna_Pictures,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/United_Artists,1,0.175724,96928.0,0.003141,0.089529,1.885157,0.019125,0.000117,0.110724,0.0,661.510734,0.0,0.06469418524870123
http://dbpedia.org/resource/Ultra_Super_Pictures,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Liden_Films,1,0.912337,99.0,0.333333,0.312771,1.381676,0.020625,0.01218,0.418282,1.0,6425.792388,1.0,0.9986167466199196
http://dbpedia.org/resource/Mainichi_Broadcasting_System,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/MBS_TV,1,0.085987,37009.0,0.0,0.110653,0.0,0.001125,0.004767,0.070327,0.0,184.10633,0.0,0.2617745260866226
"http://dbpedia.org/resource/Tokyo_Broadcasting_System__TBS_Holdings,_Inc.__1",http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/TBS_Television_(Japan),1,0.120003,3938.0,0.01005,0.092919,0.418976,0.04875,0.000363,0.065919,1.0,5133.444657,1.0,0.9986167466199196
http://dbpedia.org/resource/United_Nations_Special_Rapporteur_on_Minority_Issues,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/United_Nations_special_rapporteur,1,0.022261,8.0,0.0,0.052321,0.0,0.0,1.9e-05,0.009019,0.0,-21.399215,0.0,0.20751898907541277
http://dbpedia.org/resource/Amuse_Inc.,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/JVCKenwood_Victor_Entertainment,1,0.174607,22128.0,0.003945,0.104918,0.516578,0.015,0.000479,0.07197,1.0,997.773977,0.0,0.9762069531889916
http://dbpedia.org/resource/Culture_Convenience_Club,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Esquire_(magazine),1,0.039828,180.0,0.0,0.057208,0.0,0.000125,7.1e-05,0.026519,0.0,-5.108847,0.0,0.27704473600771345
http://dbpedia.org/resource/HBO_Latin_America_Group,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/HBO,1,0.129219,22932.0,0.002208,0.08188,0.398848,0.240375,8e-05,0.061022,1.0,4648.344076,1.0,0.9986167466199196
http://dbpedia.org/resource/Nokia,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Bell_Labs,1,0.912337,93102.0,0.001623,0.152157,0.170378,0.0875,9e-05,0.190924,1.0,3694.857481,1.0,0.9986167466199196
http://dbpedia.org/resource/Microsoft,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/GitHub,1,0.748993,10890.0,0.0,0.302793,0.0,0.16475,0.001027,0.288077,0.0,4285.944235,1.0,0.7622144252201324
http://dbpedia.org/resource/Lufthansa_Group,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Lufthansa,1,0.912337,665.0,0.384615,0.219522,6.621652,0.08475,0.009726,0.48926,1.0,70897.461403,1.0,0.9986167466199196
http://dbpedia.org/resource/EMI,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Virgin_Records,1,0.221185,5966275.0,0.049785,0.096549,88.720971,1.566875,0.000434,0.117633,1.0,8156.330325,1.0,0.9986067831438328
http://dbpedia.org/resource/Granada_plc,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/ITV_Granada,1,0.820536,10920.0,0.009494,0.150721,1.285842,0.139875,0.000512,0.231405,1.0,4380.078259,1.0,0.9986167466199196
http://dbpedia.org/resource/AMC_Networks,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/RLJE_Films,1,0.912337,18802.0,0.003165,0.154505,0.40243,0.048875,6.9e-05,0.230032,1.0,4058.589459,1.0,0.9986167466199196
http://dbpedia.org/resource/WWE,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/World_Championship_Wrestling,1,0.912337,106758.0,0.004896,0.164268,1.292207,0.142375,0.000288,0.246547,1.0,3860.949506,1.0,0.9986167466199196
http://dbpedia.org/resource/WWE_Libraries,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/World_Championship_Wrestling,1,0.349578,1944.0,0.029586,0.133799,1.435331,0.042125,0.001586,0.114189,1.0,5164.735793,1.0,0.9986167466199196
http://dbpedia.org/resource/UK_Asset_Resolution,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Bradford_&_Bingley,1,0.912337,35.0,0.2,0.383224,0.324981,0.01225,0.010922,0.410694,1.0,2827.006053,1.0,0.9986167466199196
http://dbpedia.org/resource/Mahindra_Group,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Mahindra_&_Mahindra_Financial_Services_Limited,1,0.912337,341.0,0.05,0.2943,0.232001,0.02375,0.001576,0.289753,1.0,12734.057463,1.0,0.9986167466199196
http://dbpedia.org/resource/Truphone,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Hong_Kong,1,0.706064,12816.0,0.0,0.106839,0.0,1.643625,0.000246,0.094389,0.0,4272.196547,1.0,0.7955848981913414
http://dbpedia.org/resource/National_Book_Store,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Hong_Kong,1,0.064088,51264.0,0.0,0.059417,0.0,0.021875,2.3e-05,0.026216,0.0,2826.795128,0.0,0.2786656885698494
http://dbpedia.org/resource/Schneider_Kreuznach,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Hong_Kong,1,0.049803,21360.0,0.0,0.052006,0.0,0.003,1e-05,0.02001,0.0,230.094627,0.0,0.14724162660365306
http://dbpedia.org/resource/Lili_Diamonds,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Hong_Kong,1,0.078539,17088.0,0.0,0.061235,0.0,0.00225,1.4e-05,0.029302,0.0,1009.288244,0.0,0.19414747170229518
http://dbpedia.org/resource/Microsoft,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/LinkedIn,1,0.748993,19602.0,0.002717,0.257045,1.536528,0.340625,0.001297,0.392879,0.0,6652.671629,1.0,0.9056407410390581
http://dbpedia.org/resource/Oracle_Corporation,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Endeca,1,0.912337,774.0,0.0,0.358197,0.0,0.023375,0.000177,0.352021,1.0,8611.477968,1.0,0.9970152757473095
http://dbpedia.org/resource/SM_Entertainment,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/SM_Entertainment,1,1.0,105625.0,1.0,1.0,0.0,1.191625,0.203835,0.0,1.0,47124.985962,1.0,0.9978849345631824
http://dbpedia.org/resource/20th_Century_Studios,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Regency_Enterprises,1,0.247559,383526.0,0.024454,0.131348,24.60052,0.183,0.000477,0.170561,1.0,3959.657113,0.0,0.9762069531889916
http://dbpedia.org/resource/Fox_Entertainment_Group,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Regency_Enterprises,1,0.103496,7301.0,0.0,0.079631,0.0,0.045125,0.000109,0.056508,1.0,3810.719417,1.0,0.9970152757473095
http://dbpedia.org/resource/Saab_AB,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Saab_AB,1,1.0,2500.0,1.0,1.0,0.0,0.162125,0.210066,0.0,1.0,4183.128592,1.0,0.9978849345631824
http://dbpedia.org/resource/Investor_AB,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Saab_AB,1,0.294215,1150.0,0.057971,0.15334,1.669538,0.041375,0.001857,0.22691,1.0,15505.133941,1.0,0.9986167466199196
http://dbpedia.org/resource/EBay,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Blue_Sky_Studios,1,0.047422,1054.0,0.0,0.069857,0.0,0.000875,6.4e-05,0.018465,1.0,123.997965,0.0,0.9905914113921211
http://dbpedia.org/resource/Pegula_Sports_and_Entertainment,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Buffalo_Bills,1,0.234735,41147.0,0.002212,0.104297,2.139502,0.0275,0.000884,0.080497,1.0,1754.536299,0.0,0.9762069531889916
http://dbpedia.org/resource/Air_China,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Tibet_Airlines,1,0.912337,180.0,0.090909,0.358197,0.766227,0.016375,0.004593,0.375071,1.0,6064.420633,1.0,0.9986167466199196
http://dbpedia.org/resource/Thorn_EMI,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/EMI,1,0.300747,54075.0,0.00193,0.092597,1.118752,0.38825,0.000264,0.075188,1.0,20721.748512,1.0,0.9986167466199196
http://dbpedia.org/resource/Dayton's,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Target_Corporation,1,0.912337,270.0,0.121212,0.232784,1.322696,0.01975,0.004416,0.337128,1.0,2240.375597,1.0,0.9986167466199196
http://dbpedia.org/resource/Gannett,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/USA_Today,1,0.169828,6984.0,0.009615,0.159808,1.118446,0.031375,0.000908,0.080788,0.0,3283.297685,0.0,0.06469418524870123
http://dbpedia.org/resource/EMI,http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/Capitol_Records,1,0.239247,7946450.0,0.045816,0.095961,98.58645,1.099125,0.000503,0.127541,1.0,6084.499658,0.0,0.9762069531889916
http://dbpedia.org/resource/Walt_Disney_Studios_(division),http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/resource/20th_Century_Studios,1,0.912337,133848.0,0.003056,0.112953,2.212303,1.1105,0.000114,0.226246,1.0,5240.348621,1.0,0.9986167466199196
http://dbpedia.org/resource/Harry_Martinson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Peace_Prize,0,0.039402,236.0,0.0,0.048019,0.0,0.0,3e-05,0.027573,0.0,-16.516578,0.0,0.27704473600771345
http://dbpedia.org/resource/George_Minot,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.073806,1790.0,0.0,0.058405,0.0,0.006625,5.3e-05,0.039305,0.0,709.416778,0.0,0.2665490581557456
http://dbpedia.org/resource/Orhan_Pamuk,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.057479,3401.0,0.0,0.059456,0.0,0.002375,2.8e-05,0.021741,0.0,307.707765,0.0,0.27704473600771345
http://dbpedia.org/resource/Karl_Adolph_Gjellerup,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.05421,537.0,0.0,0.056626,0.0,0.000375,2.9e-05,0.024202,0.0,77.759199,0.0,0.27704473600771345
http://dbpedia.org/resource/International_Atomic_Energy_Agency,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.054175,230.0,0.0,0.066295,0.0,0.0,2.8e-05,0.03408,0.0,-16.553732,0.0,0.2665490581557456
http://dbpedia.org/resource/Pierre_Curie,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.08783,180.0,0.0,0.080425,0.0,0.0,6.7e-05,0.05035,0.0,-16.907367,0.0,0.2665490581557456
http://dbpedia.org/resource/Charles_Thomson_Rees_Wilson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.102346,180.0,0.0,0.09726,0.0,0.000125,5.8e-05,0.040949,0.0,5.876815,0.0,0.2665490581557456
http://dbpedia.org/resource/Harold_Urey,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.050595,110.0,0.0,0.062699,0.0,0.0,7.7e-05,0.025336,0.0,-17.617858,0.0,0.27704473600771345
http://dbpedia.org/resource/Ahmed_Zewail,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.067576,300.0,0.0,0.070169,0.0,0.0,3.2e-05,0.044407,0.0,-16.170405,0.0,0.2665490581557456
http://dbpedia.org/resource/Walther_Bothe,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.060621,150.0,0.0,0.073084,0.0,0.0,3.3e-05,0.033725,0.0,-17.170401,0.0,0.2665490581557456
http://dbpedia.org/resource/Frédéric_Passy,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.068885,120.0,0.0,0.077462,0.0,0.0,3.6e-05,0.0312,0.0,-17.492328,0.0,0.27704473600771345
"http://dbpedia.org/resource/John_William_Strutt,_3rd_Baron_Rayleigh",http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.102346,770.0,0.0,0.09726,0.0,0.000125,2.5e-05,0.051223,0.0,6.9254,0.0,0.2665490581557456
http://dbpedia.org/resource/Wilhelm_Röntgen,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.050014,190.0,0.0,0.061267,0.0,0.0,1.9e-05,0.020749,0.0,-16.829365,0.0,0.20751898907541277
http://dbpedia.org/resource/Mary_J._Blige,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Liverpool,0,0.082896,449225.0,0.0,0.058673,0.0,0.0005,2.8e-05,0.041874,0.0,116.759579,0.0,0.2665490581557456
http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Atlanta,0,0.078027,510064.0,0.0,0.053326,0.0,0.003875,7.3e-05,0.042419,0.0,553.714323,0.0,0.2665490581557456
http://dbpedia.org/resource/Bob_Dylan,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Houston,0,0.106921,1354508.0,0.0,0.065453,0.0,0.0035,9.1e-05,0.064688,0.0,1244.962646,0.0,0.2617745260866226
http://dbpedia.org/resource/William_McKinley,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,0,0.140085,4006497.0,0.0,0.070109,0.0,0.110375,0.000146,0.080892,1.0,3008.535069,0.0,0.9899023703767358
http://dbpedia.org/resource/Shaquille_O'Neal,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Norfolk,_Virginia",0,0.094763,54168.0,0.0,0.075686,0.0,0.004,4.1e-05,0.073819,0.0,475.2292,0.0,0.2617745260866226
http://dbpedia.org/resource/George_Bernard_Shaw,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Camarillo,_California",0,0.064098,7980.0,0.0,0.063001,0.0,0.0,3.1e-05,0.046508,0.0,-11.437297,0.0,0.2665490581557456
http://dbpedia.org/resource/Stephen_Harper,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Minsk,0,0.060043,305286.0,0.0,0.061598,0.0,0.0,6e-06,0.035775,0.0,-6.189307,0.0,0.14070638405376604
http://dbpedia.org/resource/Cher,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chennai,0,0.105451,395806.0,0.0,0.066104,0.0,0.00075,1.3e-05,0.051869,0.0,200.51595,0.0,0.1859843928829024
http://dbpedia.org/resource/Woodrow_Wilson,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Adelaide,0,0.067627,404736.0,0.0,0.054801,0.0,0.00075,9e-06,0.033216,0.0,60.363379,0.0,0.14724162660365306
http://dbpedia.org/resource/Willie_Nelson,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Prague,0,0.081347,458544.0,0.0,0.062088,0.0,0.0,1.4e-05,0.048579,0.0,-5.607343,0.0,0.1859843928829024
http://dbpedia.org/resource/Robbie_Williams,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Liverpool,0,0.220022,273700.0,0.000326,0.086483,0.389871,0.01225,8.3e-05,0.074346,1.0,9391.60188,0.0,0.9762069531889916
http://dbpedia.org/resource/Emmylou_Harris,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Hamlet,_North_Carolina",0,0.062553,1748.0,0.0,0.063087,0.0,0.000125,5.7e-05,0.027443,0.0,-5.555193,0.0,0.27704473600771345
http://dbpedia.org/resource/Frank_Zappa,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Brooklyn,0,0.170122,887029.0,0.0,0.076977,0.0,0.039125,9.5e-05,0.073291,1.0,1919.794519,0.0,0.9899023703767358
http://dbpedia.org/resource/Jerry_Goldsmith,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Charlottesville,_Virginia",0,0.09316,119554.0,0.0,0.069865,0.0,0.00175,3.7e-05,0.054837,0.0,186.55352,0.0,0.2665490581557456
http://dbpedia.org/resource/Sammy_Davis_Jr.,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Cambridge,_Massachusetts",0,0.093161,66350.0,0.0,0.064032,0.0,0.005125,5.7e-05,0.058753,0.0,530.802769,0.0,0.2665490581557456
http://dbpedia.org/resource/Robert_Mitchum,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Chennai,0,0.105009,303632.0,0.0,0.058176,0.0,0.00025,1.4e-05,0.042051,0.0,24.321306,0.0,0.1859843928829024
http://dbpedia.org/resource/Hermann_Göring,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/West_Hollywood,_California",0,0.065744,13394.0,0.0,0.055758,0.0,0.0,1.3e-05,0.042557,0.0,-10.690344,0.0,0.1859843928829024
http://dbpedia.org/resource/William_McKinley,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Los_Angeles,0,0.129666,2519362.0,0.0,0.070986,0.0,0.032375,7e-05,0.080254,0.0,1829.105212,0.0,0.2633386784732507
http://dbpedia.org/resource/Jonathan_Swift,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Lawrence,_Kansas",0,0.058361,3584.0,0.0,0.053112,0.0,0.0,2e-05,0.032856,0.0,-12.591968,0.0,0.27704473600771345
http://dbpedia.org/resource/Cary_Grant,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cairo,0,0.073971,150224.0,0.0,0.06172,0.0,0.0,1.3e-05,0.050561,0.0,-7.207292,0.0,0.1859843928829024
http://dbpedia.org/resource/George_Carlin,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Memphis,_Tennessee",0,0.113275,50716.0,0.0,0.066949,0.0,0.00025,6.4e-05,0.045952,0.0,29.089069,0.0,0.2665490581557456
http://dbpedia.org/resource/Andrew_Jackson,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cambridge,0,0.064676,175338.0,0.0,0.053275,0.0,0.00025,2.4e-05,0.040332,0.0,7.039652,0.0,0.2665490581557456
http://dbpedia.org/resource/Johan_Christian_Fabricius,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Rancho_Mirage,_California",0,0.030463,94880.0,0.0,0.047547,0.0,0.0,2e-06,0.014198,0.0,-7.868467,0.0,0.14724162660365306
http://dbpedia.org/resource/Elizabeth_Taylor,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/New_York_City,0,0.145151,1703361.0,0.0,0.065095,0.0,0.012625,8.3e-05,0.064676,1.0,1783.49648,0.0,0.9899023703767358
http://dbpedia.org/resource/Burt_Lancaster,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Rawalpindi,0,0.069487,31759.0,0.0,0.054624,0.0,0.000125,8e-06,0.029842,0.0,2.585286,0.0,0.14724162660365306
http://dbpedia.org/resource/Johnny_Carson,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Scottsdale,_Arizona",0,0.090922,6822.0,0.0,0.068879,0.0,0.000875,8.5e-05,0.056319,0.0,73.695474,0.0,0.2665490581557456
http://dbpedia.org/resource/S3_Group,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Espoo,0,0.037509,1035.0,0.0,0.063043,0.0,0.00025,1.2e-05,0.008751,0.0,22.191445,0.0,0.19414747170229518
http://dbpedia.org/resource/Clickability,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Mountain_View,_California",0,0.058564,1145.0,0.0,0.062046,0.0,0.002875,9.3e-05,0.026119,1.0,340.829882,0.0,0.9905914113921211
http://dbpedia.org/resource/Rogue_Wave_Software,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Salt_Lake_City,0,0.055347,2676.0,0.0,0.054831,0.0,0.0005,6e-05,0.011691,0.0,33.252818,0.0,0.27704473600771345
http://dbpedia.org/resource/Siebel_Systems,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Burlington,_Ontario",0,0.033265,1610.0,0.0,0.052314,0.0,0.0,2e-05,0.01369,0.0,-13.746415,0.0,0.27704473600771345
http://dbpedia.org/resource/Adobe_Inc.,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/California,0,0.105484,3179108.0,0.000123,0.078701,1.032883,0.061375,0.000183,0.063771,0.0,3245.743513,0.0,0.06619647297759462
http://dbpedia.org/resource/Dell,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Helsinki,0,0.036982,86617.0,0.0,0.055769,0.0,0.001125,1.2e-05,0.023754,0.0,106.423934,0.0,0.19414747170229518
http://dbpedia.org/resource/Google,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Brno,0,0.057301,294096.0,0.0,0.085622,0.0,0.000875,1.2e-05,0.034563,0.0,97.383701,0.0,0.1859843928829024
http://dbpedia.org/resource/Esri,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Shreveport,_Louisiana",0,0.084639,7406.0,0.0,0.072689,0.0,0.000125,2e-05,0.020961,0.0,9.26914,0.0,0.27704473600771345
http://dbpedia.org/resource/Financial_Navigator,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Kawasaki,_Kanagawa",0,0.0327,870.0,0.0,0.049301,0.0,0.0,1.9e-05,0.013087,0.0,-14.634366,0.0,0.20751898907541277
http://dbpedia.org/resource/Big_Fish_Games,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Buenos_Aires,0,0.028122,85698.0,0.0,0.048147,0.0,0.0,3e-06,0.010129,0.0,-8.014879,0.0,0.14724162660365306
http://dbpedia.org/resource/Monta_Ellis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Toronto_Raptors,0,0.107386,4381.0,0.0,0.087602,0.0,0.005625,0.00029,0.062389,0.0,793.060385,0.0,0.2665490581557456
http://dbpedia.org/resource/Raymond_Felton,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,0,0.098611,18860.0,0.0,0.073305,0.0,0.03825,0.000253,0.05555,0.0,3425.356508,0.0,0.2681313773352377
http://dbpedia.org/resource/JJ_Redick,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,0,0.086222,12386.0,0.0,0.073769,0.0,0.0175,0.000269,0.064833,0.0,2386.273214,0.0,0.2633386784732507
http://dbpedia.org/resource/Jason_Terry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Brooklyn_Nets,0,0.333772,13840.0,0.001406,0.121466,1.442695,0.0225,0.001389,0.116267,0.0,2559.924306,0.0,0.053897416415714994
"http://dbpedia.org/resource/Mike_Miller_(basketball,_born_1980)",http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,0,0.09076,15694.0,0.0,0.070061,0.0,0.0335,0.000279,0.047848,0.0,3546.080124,0.0,0.2681313773352377
http://dbpedia.org/resource/Carlos_Delfino,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Miami_Heat,0,0.080448,5655.0,0.0,0.063072,0.0,0.005625,0.000172,0.036541,0.0,686.155994,0.0,0.2665490581557456
http://dbpedia.org/resource/Jason_Terry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,0,0.094601,9820.0,0.0,0.074434,0.0,0.02,0.000221,0.048032,0.0,2611.704481,0.0,0.2681313773352377
http://dbpedia.org/resource/Gerald_Green,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,0,0.097708,7201.0,0.0,0.077301,0.0,0.009875,0.000209,0.044109,0.0,1308.578732,0.0,0.2681313773352377
http://dbpedia.org/resource/Nazr_Mohammed,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,0,0.487958,8347.0,0.0,0.138958,0.0,0.073625,0.000288,0.101601,1.0,4268.109727,0.0,0.9899023703767358
http://dbpedia.org/resource/Steve_Blake,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,0,0.078397,6016.0,0.0,0.071985,0.0,0.00525,0.000222,0.049274,0.0,672.541142,0.0,0.2665490581557456
http://dbpedia.org/resource/Shaun_Livingston,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,0,0.080511,12978.0,0.0,0.063906,0.0,0.021,0.000234,0.047887,0.0,2810.569088,0.0,0.2681313773352377
http://dbpedia.org/resource/Mike_Dunleavy_Jr.,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,0,0.07733,9452.0,0.0,0.067923,0.0,0.029875,0.000327,0.044096,0.0,3518.19122,0.0,0.2681313773352377
http://dbpedia.org/resource/Metta_Sandiford-Artest,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,0,0.093664,22140.0,0.0,0.072655,0.0,0.041375,0.00027,0.039795,0.0,3551.012403,0.0,0.2681313773352377
http://dbpedia.org/resource/Garth_Nix,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Skylark_DuQuesne,0,0.069495,168.0,0.0,0.080131,0.0,0.00125,0.000503,0.030107,0.0,156.284089,0.0,0.06653025589359085
